==== Linear Regression Iragarpenak ====
Instantzia 114: Iragarpena = neutral 
Instantzia 115: Iragarpena = irrelevant 
Instantzia 116: Iragarpena = neutral 
Instantzia 117: Iragarpena = neutral 
Instantzia 118: Iragarpena = irrelevant 
Instantzia 119: Iragarpena = irrelevant 
Instantzia 120: Iragarpena = neutral 
Instantzia 121: Iragarpena = irrelevant 
Instantzia 122: Iragarpena = irrelevant 
Instantzia 123: Iragarpena = neutral 
Instantzia 124: Iragarpena = irrelevant 
Instantzia 125: Iragarpena = irrelevant 
Instantzia 126: Iragarpena = irrelevant 
Instantzia 127: Iragarpena = irrelevant 
Instantzia 128: Iragarpena = irrelevant 
Instantzia 129: Iragarpena = irrelevant 
Instantzia 130: Iragarpena = neutral 
Instantzia 131: Iragarpena = negative 
Instantzia 132: Iragarpena = neutral 
Instantzia 133: Iragarpena = neutral 
Instantzia 134: Iragarpena = irrelevant 
Instantzia 135: Iragarpena = neutral 
Instantzia 136: Iragarpena = irrelevant 
Instantzia 137: Iragarpena = neutral 
Instantzia 138: Iragarpena = neutral 
Instantzia 139: Iragarpena = neutral 
Instantzia 140: Iragarpena = irrelevant 
Instantzia 141: Iragarpena = irrelevant 
Instantzia 142: Iragarpena = neutral 
Instantzia 143: Iragarpena = neutral 
Instantzia 144: Iragarpena = neutral 
Instantzia 145: Iragarpena = neutral 
Instantzia 146: Iragarpena = irrelevant 
Instantzia 147: Iragarpena = neutral 
Instantzia 148: Iragarpena = neutral 
Instantzia 149: Iragarpena = irrelevant 
Instantzia 150: Iragarpena = irrelevant 
Instantzia 151: Iragarpena = neutral 
Instantzia 152: Iragarpena = neutral 
Instantzia 153: Iragarpena = neutral 
Instantzia 154: Iragarpena = neutral 
Instantzia 155: Iragarpena = irrelevant 
Instantzia 156: Iragarpena = positive 
Instantzia 157: Iragarpena = irrelevant 
Instantzia 158: Iragarpena = neutral 
Instantzia 159: Iragarpena = irrelevant 
Instantzia 160: Iragarpena = neutral 
Instantzia 161: Iragarpena = irrelevant 
Instantzia 162: Iragarpena = irrelevant 
Instantzia 163: Iragarpena = irrelevant 
Instantzia 164: Iragarpena = irrelevant 
Instantzia 165: Iragarpena = irrelevant 
Instantzia 166: Iragarpena = irrelevant 
Instantzia 167: Iragarpena = neutral 
Instantzia 168: Iragarpena = irrelevant 
Instantzia 169: Iragarpena = neutral 
Instantzia 170: Iragarpena = neutral 
Instantzia 171: Iragarpena = neutral 
Instantzia 172: Iragarpena = irrelevant 
Instantzia 173: Iragarpena = irrelevant 
Instantzia 174: Iragarpena = irrelevant 
Instantzia 175: Iragarpena = neutral 
Instantzia 176: Iragarpena = neutral 
Instantzia 177: Iragarpena = neutral 
Instantzia 178: Iragarpena = irrelevant 
Instantzia 179: Iragarpena = negative 
Instantzia 180: Iragarpena = neutral 
Instantzia 181: Iragarpena = neutral 
Instantzia 182: Iragarpena = irrelevant 
Instantzia 183: Iragarpena = negative 
Instantzia 184: Iragarpena = irrelevant 
Instantzia 185: Iragarpena = neutral 
Instantzia 186: Iragarpena = neutral 
Instantzia 187: Iragarpena = neutral 
Instantzia 188: Iragarpena = negative 
Instantzia 189: Iragarpena = neutral 
Instantzia 190: Iragarpena = neutral 
Instantzia 191: Iragarpena = neutral 
Instantzia 192: Iragarpena = neutral 
Instantzia 193: Iragarpena = irrelevant 
Instantzia 194: Iragarpena = irrelevant 
Instantzia 195: Iragarpena = neutral 
Instantzia 196: Iragarpena = neutral 
Instantzia 197: Iragarpena = positive 
Instantzia 198: Iragarpena = irrelevant 
Instantzia 199: Iragarpena = neutral 
Instantzia 200: Iragarpena = neutral 
Instantzia 201: Iragarpena = neutral 
Instantzia 202: Iragarpena = irrelevant 
Instantzia 203: Iragarpena = irrelevant 
Instantzia 204: Iragarpena = neutral 
Instantzia 205: Iragarpena = irrelevant 
Instantzia 206: Iragarpena = irrelevant 
Instantzia 207: Iragarpena = irrelevant 
Instantzia 208: Iragarpena = irrelevant 
Instantzia 209: Iragarpena = negative 
Instantzia 210: Iragarpena = irrelevant 
Instantzia 211: Iragarpena = neutral 
Instantzia 212: Iragarpena = irrelevant 
Instantzia 213: Iragarpena = irrelevant 
Instantzia 214: Iragarpena = irrelevant 
Instantzia 215: Iragarpena = neutral 
Instantzia 216: Iragarpena = negative 
Instantzia 217: Iragarpena = irrelevant 
Instantzia 218: Iragarpena = irrelevant 
Instantzia 219: Iragarpena = neutral 
Instantzia 220: Iragarpena = neutral 
Instantzia 221: Iragarpena = neutral 
Instantzia 222: Iragarpena = neutral 
Instantzia 223: Iragarpena = neutral 
Instantzia 224: Iragarpena = positive 
Instantzia 225: Iragarpena = neutral 
Instantzia 226: Iragarpena = neutral 
Instantzia 227: Iragarpena = irrelevant 
Instantzia 228: Iragarpena = neutral 
Instantzia 229: Iragarpena = neutral 
Instantzia 230: Iragarpena = negative 
Instantzia 231: Iragarpena = neutral 
Instantzia 232: Iragarpena = irrelevant 
Instantzia 233: Iragarpena = negative 
Instantzia 234: Iragarpena = neutral 
Instantzia 235: Iragarpena = irrelevant 
Instantzia 236: Iragarpena = neutral 
Instantzia 237: Iragarpena = positive 
Instantzia 238: Iragarpena = neutral 
Instantzia 239: Iragarpena = negative 
Instantzia 240: Iragarpena = negative 
Instantzia 241: Iragarpena = irrelevant 
Instantzia 242: Iragarpena = neutral 
Instantzia 243: Iragarpena = neutral 
Instantzia 244: Iragarpena = neutral 
Instantzia 245: Iragarpena = neutral 
Instantzia 246: Iragarpena = irrelevant 
Instantzia 247: Iragarpena = neutral 
Instantzia 248: Iragarpena = irrelevant 
Instantzia 249: Iragarpena = irrelevant 
Instantzia 250: Iragarpena = irrelevant 
Instantzia 251: Iragarpena = neutral 
Instantzia 252: Iragarpena = neutral 
Instantzia 253: Iragarpena = neutral 
Instantzia 254: Iragarpena = irrelevant 
Instantzia 255: Iragarpena = irrelevant 
Instantzia 256: Iragarpena = neutral 
Instantzia 257: Iragarpena = irrelevant 
Instantzia 258: Iragarpena = neutral 
Instantzia 259: Iragarpena = irrelevant 
Instantzia 260: Iragarpena = neutral 
Instantzia 261: Iragarpena = neutral 
Instantzia 262: Iragarpena = neutral 
Instantzia 263: Iragarpena = irrelevant 
Instantzia 264: Iragarpena = irrelevant 
Instantzia 265: Iragarpena = neutral 
Instantzia 266: Iragarpena = positive 
Instantzia 267: Iragarpena = neutral 
Instantzia 268: Iragarpena = neutral 
Instantzia 269: Iragarpena = irrelevant 
Instantzia 270: Iragarpena = neutral 
Instantzia 271: Iragarpena = neutral 
Instantzia 272: Iragarpena = neutral 
Instantzia 273: Iragarpena = neutral 
Instantzia 274: Iragarpena = neutral 
Instantzia 275: Iragarpena = neutral 
Instantzia 276: Iragarpena = irrelevant 
Instantzia 277: Iragarpena = neutral 
Instantzia 278: Iragarpena = positive 
Instantzia 279: Iragarpena = negative 
Instantzia 280: Iragarpena = neutral 
Instantzia 281: Iragarpena = irrelevant 
Instantzia 282: Iragarpena = neutral 
Instantzia 283: Iragarpena = positive 
Instantzia 284: Iragarpena = irrelevant 
Instantzia 285: Iragarpena = irrelevant 
Instantzia 286: Iragarpena = irrelevant 
Instantzia 287: Iragarpena = neutral 
Instantzia 288: Iragarpena = irrelevant 
Instantzia 289: Iragarpena = irrelevant 
Instantzia 290: Iragarpena = neutral 
Instantzia 291: Iragarpena = irrelevant 
Instantzia 292: Iragarpena = irrelevant 
Instantzia 293: Iragarpena = irrelevant 
Instantzia 294: Iragarpena = irrelevant 
Instantzia 295: Iragarpena = irrelevant 
Instantzia 296: Iragarpena = irrelevant 
Instantzia 297: Iragarpena = irrelevant 
Instantzia 298: Iragarpena = irrelevant 
Instantzia 299: Iragarpena = negative 
Instantzia 300: Iragarpena = neutral 
Instantzia 301: Iragarpena = neutral 
Instantzia 302: Iragarpena = irrelevant 
Instantzia 303: Iragarpena = neutral 
Instantzia 304: Iragarpena = irrelevant 
Instantzia 305: Iragarpena = neutral 
Instantzia 306: Iragarpena = irrelevant 
Instantzia 307: Iragarpena = neutral 
Instantzia 308: Iragarpena = irrelevant 
Instantzia 309: Iragarpena = neutral 
Instantzia 310: Iragarpena = neutral 
Instantzia 311: Iragarpena = neutral 
Instantzia 312: Iragarpena = neutral 
Instantzia 313: Iragarpena = irrelevant 
Instantzia 314: Iragarpena = irrelevant 
Instantzia 315: Iragarpena = irrelevant 
Instantzia 316: Iragarpena = irrelevant 
Instantzia 317: Iragarpena = irrelevant 
Instantzia 318: Iragarpena = neutral 
Instantzia 319: Iragarpena = neutral 
Instantzia 320: Iragarpena = neutral 
Instantzia 321: Iragarpena = neutral 
Instantzia 322: Iragarpena = irrelevant 
Instantzia 323: Iragarpena = neutral 
Instantzia 324: Iragarpena = neutral 
Instantzia 325: Iragarpena = neutral 
Instantzia 326: Iragarpena = negative 
Instantzia 327: Iragarpena = irrelevant 
Instantzia 328: Iragarpena = neutral 
Instantzia 329: Iragarpena = irrelevant 
Instantzia 330: Iragarpena = neutral 
Instantzia 331: Iragarpena = positive 
Instantzia 332: Iragarpena = irrelevant 
Instantzia 333: Iragarpena = neutral 
Instantzia 334: Iragarpena = irrelevant 
Instantzia 335: Iragarpena = neutral 
Instantzia 336: Iragarpena = neutral 
Instantzia 337: Iragarpena = positive 
Instantzia 338: Iragarpena = irrelevant 
Instantzia 339: Iragarpena = positive 
Instantzia 340: Iragarpena = irrelevant 
Instantzia 341: Iragarpena = neutral 
Instantzia 342: Iragarpena = neutral 
Instantzia 343: Iragarpena = irrelevant 
Instantzia 344: Iragarpena = irrelevant 
Instantzia 345: Iragarpena = irrelevant 
Instantzia 346: Iragarpena = neutral 
Instantzia 347: Iragarpena = neutral 
Instantzia 348: Iragarpena = irrelevant 
Instantzia 349: Iragarpena = neutral 
Instantzia 350: Iragarpena = irrelevant 
Instantzia 351: Iragarpena = irrelevant 
Instantzia 352: Iragarpena = irrelevant 
Instantzia 353: Iragarpena = neutral 
Instantzia 354: Iragarpena = negative 
Instantzia 355: Iragarpena = irrelevant 
Instantzia 356: Iragarpena = irrelevant 
Instantzia 357: Iragarpena = irrelevant 
Instantzia 358: Iragarpena = irrelevant 
Instantzia 359: Iragarpena = irrelevant 
Instantzia 360: Iragarpena = irrelevant 
Instantzia 361: Iragarpena = neutral 
Instantzia 362: Iragarpena = neutral 
Instantzia 363: Iragarpena = irrelevant 
Instantzia 364: Iragarpena = irrelevant 
Instantzia 365: Iragarpena = neutral 
Instantzia 366: Iragarpena = irrelevant 
Instantzia 367: Iragarpena = irrelevant 
Instantzia 368: Iragarpena = neutral 
Instantzia 369: Iragarpena = neutral 
Instantzia 370: Iragarpena = negative 
Instantzia 371: Iragarpena = irrelevant 
Instantzia 372: Iragarpena = neutral 
Instantzia 373: Iragarpena = neutral 
Instantzia 374: Iragarpena = irrelevant 
Instantzia 375: Iragarpena = neutral 
Instantzia 376: Iragarpena = positive 
Instantzia 377: Iragarpena = positive 
Instantzia 378: Iragarpena = neutral 
Instantzia 379: Iragarpena = irrelevant 
Instantzia 380: Iragarpena = irrelevant 
Instantzia 381: Iragarpena = irrelevant 
Instantzia 382: Iragarpena = neutral 
Instantzia 383: Iragarpena = neutral 
Instantzia 384: Iragarpena = positive 
Instantzia 385: Iragarpena = irrelevant 
Instantzia 386: Iragarpena = irrelevant 
Instantzia 387: Iragarpena = neutral 
Instantzia 388: Iragarpena = irrelevant 
Instantzia 389: Iragarpena = irrelevant 
Instantzia 390: Iragarpena = irrelevant 
Instantzia 391: Iragarpena = neutral 
Instantzia 392: Iragarpena = neutral 
Instantzia 393: Iragarpena = irrelevant 
Instantzia 394: Iragarpena = irrelevant 
Instantzia 395: Iragarpena = positive 
Instantzia 396: Iragarpena = neutral 
Instantzia 397: Iragarpena = neutral 
Instantzia 398: Iragarpena = neutral 
Instantzia 399: Iragarpena = irrelevant 
Instantzia 400: Iragarpena = neutral 
Instantzia 401: Iragarpena = neutral 
Instantzia 402: Iragarpena = irrelevant 
Instantzia 403: Iragarpena = irrelevant 
Instantzia 404: Iragarpena = irrelevant 
Instantzia 405: Iragarpena = irrelevant 
Instantzia 406: Iragarpena = neutral 
Instantzia 407: Iragarpena = neutral 
Instantzia 408: Iragarpena = neutral 
Instantzia 409: Iragarpena = negative 
Instantzia 410: Iragarpena = neutral 
Instantzia 411: Iragarpena = irrelevant 
Instantzia 412: Iragarpena = irrelevant 
Instantzia 413: Iragarpena = irrelevant 
Instantzia 414: Iragarpena = neutral 
Instantzia 415: Iragarpena = neutral 
Instantzia 416: Iragarpena = irrelevant 
Instantzia 417: Iragarpena = irrelevant 
Instantzia 418: Iragarpena = irrelevant 
Instantzia 419: Iragarpena = irrelevant 
Instantzia 420: Iragarpena = neutral 
Instantzia 421: Iragarpena = irrelevant 
Instantzia 422: Iragarpena = neutral 
Instantzia 423: Iragarpena = neutral 
Instantzia 424: Iragarpena = neutral 
Instantzia 425: Iragarpena = negative 
Instantzia 426: Iragarpena = irrelevant 
Instantzia 427: Iragarpena = neutral 
Instantzia 428: Iragarpena = neutral 
Instantzia 429: Iragarpena = negative 
Instantzia 430: Iragarpena = neutral 
Instantzia 431: Iragarpena = irrelevant 
Instantzia 432: Iragarpena = irrelevant 
Instantzia 433: Iragarpena = irrelevant 
Instantzia 434: Iragarpena = irrelevant 
Instantzia 435: Iragarpena = neutral 
Instantzia 436: Iragarpena = irrelevant 
Instantzia 437: Iragarpena = irrelevant 
Instantzia 438: Iragarpena = negative 
Instantzia 439: Iragarpena = neutral 
Instantzia 440: Iragarpena = neutral 
Instantzia 441: Iragarpena = irrelevant 
Instantzia 442: Iragarpena = irrelevant 
Instantzia 443: Iragarpena = neutral 
Instantzia 444: Iragarpena = neutral 
Instantzia 445: Iragarpena = irrelevant 
Instantzia 446: Iragarpena = neutral 
Instantzia 447: Iragarpena = neutral 
Instantzia 448: Iragarpena = neutral 
Instantzia 449: Iragarpena = neutral 
Instantzia 450: Iragarpena = irrelevant 
Instantzia 451: Iragarpena = neutral 
Instantzia 452: Iragarpena = neutral 
Instantzia 453: Iragarpena = neutral 
Instantzia 454: Iragarpena = irrelevant 
Instantzia 455: Iragarpena = positive 
Instantzia 456: Iragarpena = irrelevant 
Instantzia 457: Iragarpena = irrelevant 
Instantzia 458: Iragarpena = neutral 
Instantzia 459: Iragarpena = irrelevant 
Instantzia 460: Iragarpena = negative 
Instantzia 461: Iragarpena = irrelevant 
Instantzia 462: Iragarpena = irrelevant 
Instantzia 463: Iragarpena = irrelevant 
Instantzia 464: Iragarpena = negative 
Instantzia 465: Iragarpena = irrelevant 
Instantzia 466: Iragarpena = irrelevant 
Instantzia 467: Iragarpena = neutral 
Instantzia 468: Iragarpena = positive 
Instantzia 469: Iragarpena = irrelevant 
Instantzia 470: Iragarpena = irrelevant 
Instantzia 471: Iragarpena = neutral 
Instantzia 472: Iragarpena = neutral 
Instantzia 473: Iragarpena = neutral 
Instantzia 474: Iragarpena = neutral 
Instantzia 475: Iragarpena = irrelevant 
Instantzia 476: Iragarpena = irrelevant 
Instantzia 477: Iragarpena = irrelevant 
Instantzia 478: Iragarpena = irrelevant 
Instantzia 479: Iragarpena = irrelevant 
Instantzia 480: Iragarpena = neutral 
Instantzia 481: Iragarpena = neutral 
Instantzia 482: Iragarpena = neutral 
Instantzia 483: Iragarpena = neutral 
Instantzia 484: Iragarpena = irrelevant 
Instantzia 485: Iragarpena = irrelevant 
Instantzia 486: Iragarpena = neutral 
Instantzia 487: Iragarpena = negative 
Instantzia 488: Iragarpena = irrelevant 
Instantzia 489: Iragarpena = irrelevant 
Instantzia 490: Iragarpena = neutral 
Instantzia 491: Iragarpena = irrelevant 
Instantzia 492: Iragarpena = neutral 
Instantzia 493: Iragarpena = irrelevant 
Instantzia 494: Iragarpena = positive 
Instantzia 495: Iragarpena = neutral 
Instantzia 496: Iragarpena = neutral 
Instantzia 497: Iragarpena = irrelevant 
Instantzia 498: Iragarpena = positive 
Instantzia 499: Iragarpena = neutral 
Instantzia 500: Iragarpena = neutral 
Instantzia 501: Iragarpena = irrelevant 
Instantzia 502: Iragarpena = irrelevant 
Instantzia 503: Iragarpena = negative 
Instantzia 504: Iragarpena = neutral 
Instantzia 505: Iragarpena = neutral 
Instantzia 506: Iragarpena = irrelevant 
Instantzia 507: Iragarpena = neutral 
Instantzia 508: Iragarpena = irrelevant 
Instantzia 509: Iragarpena = neutral 
Instantzia 510: Iragarpena = irrelevant 
Instantzia 511: Iragarpena = neutral 
Instantzia 512: Iragarpena = neutral 
Instantzia 513: Iragarpena = neutral 
Instantzia 514: Iragarpena = negative 
Instantzia 515: Iragarpena = irrelevant 
Instantzia 516: Iragarpena = irrelevant 
Instantzia 517: Iragarpena = irrelevant 
Instantzia 518: Iragarpena = neutral 
Instantzia 519: Iragarpena = neutral 
Instantzia 520: Iragarpena = neutral 
Instantzia 521: Iragarpena = neutral 
Instantzia 522: Iragarpena = irrelevant 
Instantzia 523: Iragarpena = irrelevant 
Instantzia 524: Iragarpena = irrelevant 
Instantzia 525: Iragarpena = irrelevant 
Instantzia 526: Iragarpena = neutral 
Instantzia 527: Iragarpena = negative 
Instantzia 528: Iragarpena = irrelevant 
Instantzia 529: Iragarpena = negative 
Instantzia 530: Iragarpena = irrelevant 
Instantzia 531: Iragarpena = negative 
Instantzia 532: Iragarpena = neutral 
Instantzia 533: Iragarpena = neutral 
Instantzia 534: Iragarpena = irrelevant 
Instantzia 535: Iragarpena = neutral 
Instantzia 536: Iragarpena = irrelevant 
Instantzia 537: Iragarpena = neutral 
Instantzia 538: Iragarpena = positive 
Instantzia 539: Iragarpena = neutral 
Instantzia 540: Iragarpena = neutral 
Instantzia 541: Iragarpena = neutral 
Instantzia 542: Iragarpena = irrelevant 
Instantzia 543: Iragarpena = irrelevant 
Instantzia 544: Iragarpena = neutral 
Instantzia 545: Iragarpena = neutral 
Instantzia 546: Iragarpena = irrelevant 
Instantzia 547: Iragarpena = irrelevant 
Instantzia 548: Iragarpena = irrelevant 
Instantzia 549: Iragarpena = neutral 
Instantzia 550: Iragarpena = neutral 
Instantzia 551: Iragarpena = neutral 
Instantzia 552: Iragarpena = neutral 
Instantzia 553: Iragarpena = neutral 
Instantzia 554: Iragarpena = irrelevant 
Instantzia 555: Iragarpena = neutral 
Instantzia 556: Iragarpena = irrelevant 
Instantzia 557: Iragarpena = irrelevant 
Instantzia 558: Iragarpena = neutral 
Instantzia 559: Iragarpena = neutral 
Instantzia 560: Iragarpena = irrelevant 
Instantzia 561: Iragarpena = neutral 
Instantzia 562: Iragarpena = neutral 
Instantzia 563: Iragarpena = neutral 
Instantzia 564: Iragarpena = irrelevant 
Instantzia 565: Iragarpena = irrelevant 
Instantzia 566: Iragarpena = irrelevant 
Instantzia 567: Iragarpena = irrelevant 
Instantzia 568: Iragarpena = irrelevant 
Instantzia 569: Iragarpena = irrelevant 
Instantzia 570: Iragarpena = neutral 
Instantzia 571: Iragarpena = irrelevant 
Instantzia 572: Iragarpena = irrelevant 
Instantzia 573: Iragarpena = neutral 
Instantzia 574: Iragarpena = neutral 
Instantzia 575: Iragarpena = neutral 
Instantzia 576: Iragarpena = neutral 
Instantzia 577: Iragarpena = neutral 
Instantzia 578: Iragarpena = irrelevant 
Instantzia 579: Iragarpena = irrelevant 
Instantzia 580: Iragarpena = neutral 
Instantzia 581: Iragarpena = irrelevant 
Instantzia 582: Iragarpena = neutral 
Instantzia 583: Iragarpena = neutral 
Instantzia 584: Iragarpena = neutral 
Instantzia 585: Iragarpena = neutral 
Instantzia 586: Iragarpena = neutral 
Instantzia 587: Iragarpena = neutral 
Instantzia 588: Iragarpena = irrelevant 
Instantzia 589: Iragarpena = neutral 
Instantzia 590: Iragarpena = neutral 
Instantzia 591: Iragarpena = positive 
Instantzia 592: Iragarpena = irrelevant 
Instantzia 593: Iragarpena = irrelevant 
Instantzia 594: Iragarpena = neutral 
Instantzia 595: Iragarpena = neutral 
Instantzia 596: Iragarpena = neutral 
Instantzia 597: Iragarpena = neutral 
Instantzia 598: Iragarpena = irrelevant 
Instantzia 599: Iragarpena = neutral 
Instantzia 600: Iragarpena = irrelevant 
Instantzia 601: Iragarpena = neutral 
Instantzia 602: Iragarpena = irrelevant 
Instantzia 603: Iragarpena = neutral 
Instantzia 604: Iragarpena = irrelevant 
Instantzia 605: Iragarpena = neutral 
Instantzia 606: Iragarpena = neutral 
Instantzia 607: Iragarpena = irrelevant 
Instantzia 608: Iragarpena = neutral 
Instantzia 609: Iragarpena = irrelevant 
Instantzia 610: Iragarpena = neutral 
Instantzia 611: Iragarpena = irrelevant 
Instantzia 612: Iragarpena = irrelevant 
Instantzia 613: Iragarpena = irrelevant 
Instantzia 614: Iragarpena = irrelevant 
Instantzia 615: Iragarpena = irrelevant 
Instantzia 616: Iragarpena = irrelevant 
Instantzia 617: Iragarpena = irrelevant 
Instantzia 618: Iragarpena = irrelevant 
Instantzia 619: Iragarpena = negative 
Instantzia 620: Iragarpena = irrelevant 
Instantzia 621: Iragarpena = irrelevant 
Instantzia 622: Iragarpena = irrelevant 
Instantzia 623: Iragarpena = irrelevant 
Instantzia 624: Iragarpena = irrelevant 
Instantzia 625: Iragarpena = neutral 
Instantzia 626: Iragarpena = neutral 
Instantzia 627: Iragarpena = irrelevant 
Instantzia 628: Iragarpena = irrelevant 
Instantzia 629: Iragarpena = neutral 
Instantzia 630: Iragarpena = irrelevant 
Instantzia 631: Iragarpena = neutral 
Instantzia 632: Iragarpena = irrelevant 
Instantzia 633: Iragarpena = irrelevant 
Instantzia 634: Iragarpena = negative 
Instantzia 635: Iragarpena = neutral 
Instantzia 636: Iragarpena = irrelevant 
Instantzia 637: Iragarpena = neutral 
Instantzia 638: Iragarpena = neutral 
Instantzia 639: Iragarpena = neutral 
Instantzia 640: Iragarpena = neutral 
Instantzia 641: Iragarpena = neutral 
Instantzia 642: Iragarpena = neutral 
Instantzia 643: Iragarpena = irrelevant 
Instantzia 644: Iragarpena = neutral 
Instantzia 645: Iragarpena = neutral 
Instantzia 646: Iragarpena = irrelevant 
Instantzia 647: Iragarpena = irrelevant 
Instantzia 648: Iragarpena = irrelevant 
Instantzia 649: Iragarpena = neutral 
Instantzia 650: Iragarpena = neutral 
Instantzia 651: Iragarpena = neutral 
Instantzia 652: Iragarpena = neutral 
Instantzia 653: Iragarpena = irrelevant 
Instantzia 654: Iragarpena = irrelevant 
Instantzia 655: Iragarpena = neutral 
Instantzia 656: Iragarpena = irrelevant 
Instantzia 657: Iragarpena = neutral 
Instantzia 658: Iragarpena = negative 
Instantzia 659: Iragarpena = irrelevant 
Instantzia 660: Iragarpena = neutral 
Instantzia 661: Iragarpena = neutral 
Instantzia 662: Iragarpena = neutral 
Instantzia 663: Iragarpena = irrelevant 
Instantzia 664: Iragarpena = negative 
Instantzia 665: Iragarpena = neutral 
Instantzia 666: Iragarpena = irrelevant 
Instantzia 667: Iragarpena = neutral 
Instantzia 668: Iragarpena = irrelevant 
Instantzia 669: Iragarpena = neutral 
Instantzia 670: Iragarpena = irrelevant 
Instantzia 671: Iragarpena = negative 
